intensity,none1,none5,none6,red1,red4,green1,green5,green6,blue6,
0.021626297577854673,2163.75469214291,674.1518241701681,832.6684568697399,3052.8926158636186,1068.1617067066252,4653.341178137338,1879.4233593885715,1719.0433268092486,8144.680130798783,
0.007181844297615627,3571.3711046689564,1424.016074006502,1337.6361802007127,5785.7330715719745,2044.0161034909354,8665.344833419158,3710.820500955882,3582.8748115502076,22998.925367596603,
0.003543083900226757,5155.083446558424,1818.9909714431808,2070.9582251185384,9744.870046602882,3083.2077477883977,14778.075947102645,5700.723817987329,6343.674649079071,55968.28130152187,
0.0021041999831664,6953.183078376315,3089.392581064976,2879.1562228349135,15057.227820451097,4808.532460104541,22814.843585245464,8796.691188879793,9337.115647938932,195717.08870098242,
0.001392292269993317,8903.917670009509,3344.7001636915043,3888.917812324286,22107.793166420066,6457.746238590395,34750.856228348304,10607.412920730043,12725.582854525963,8168061.797752809,
0.0009888849333491555,12350.375199504135,4259.185467827182,4620.266335419377,29688.75541905093,9590.870496580923,61621.30317590303,17169.849650088076,17354.68301797396,8188000.0,
